Time (Sec),Analog Input 0,Analog Input 1,Analog Input 6,Analog Input 7
2.088,4.26,2.95,2.67,2.05
2.089,4.26,2.96,2.68,2.06
2.09,4.27,2.98,2.68,2.07
2.091,4.28,2.98,2.69,2.07
2.092,4.27,2.98,2.68,2.07
2.093,4.26,2.98,2.69,2.08
2.094,4.28,3.0,2.7,2.08
2.095,4.29,3.0,2.7,2.08
2.096,4.28,2.99,2.7,2.08
2.097,4.27,2.98,2.7,2.08
2.098,4.28,2.98,2.69,2.08
2.099,4.27,2.98,2.69,2.07
2.1,4.19,2.89,2.61,2.0
2.101,4.2,2.89,2.62,2.01
2.102,4.2,2.9,2.62,2.01
2.103,4.2,2.9,2.62,2.01
2.104,4.21,2.9,2.63,2.02
2.105,4.22,2.91,2.63,2.02
2.106,4.23,2.92,2.64,2.03
2.107,4.23,2.93,2.65,2.03
2.108,4.24,2.95,2.66,2.04
2.109,4.25,2.96,2.67,2.05
2.11,4.26,2.96,2.67,2.05
2.111,4.27,2.97,2.68,2.06
2.112,4.27,2.98,2.68,2.07
2.113,4.28,2.98,2.69,2.07
2.114,4.26,2.98,2.68,2.07
2.115,4.21,2.91,2.64,2.02
2.116,4.2,2.9,2.63,2.01
2.117,4.19,2.89,2.62,2.01
2.118,4.19,2.89,2.62,2.0
2.119,4.19,2.89,2.62,2.0
2.12,4.19,2.89,2.62,2.0
2.121,4.19,2.89,2.61,2.0
2.122,4.19,2.89,2.61,2.0
2.123,4.19,2.89,2.61,2.0
2.124,4.2,2.89,2.62,2.01
2.125,4.2,2.9,2.62,2.01
2.126,4.21,2.91,2.63,2.02
2.127,4.22,2.92,2.63,2.02
2.128,4.23,2.92,2.64,2.03
2.129,4.24,2.93,2.66,2.03
2.13,4.27,2.99,2.69,2.08
2.131,4.28,2.99,2.69,2.07
2.132,4.27,2.97,2.67,2.06
2.133,4.24,2.95,2.66,2.04
2.134,4.24,2.94,2.66,2.04
2.135,4.23,2.93,2.65,2.03
2.136,4.22,2.92,2.64,2.02
2.137,4.21,2.91,2.63,2.02
2.138,4.2,2.9,2.62,2.01
2.139,4.2,2.89,2.63,2.0
2.14,4.19,2.89,2.62,2.0
2.141,4.19,2.89,2.61,2.0
2.142,4.19,2.88,2.61,2.0
2.143,4.19,2.88,2.61,2.0
2.144,4.2,2.89,2.61,2.0
2.145,4.28,2.99,2.7,2.08
2.146,4.29,3.0,2.7,2.08
2.147,4.3,3.0,2.7,2.08
2.148,4.29,3.01,2.7,2.08
2.149,4.29,3.01,2.71,2.08
2.15,4.29,3.0,2.7,2.08
2.151,4.29,3.0,2.7,2.08
2.152,4.28,2.98,2.69,2.06
2.153,4.27,2.98,2.69,2.06
2.154,4.26,2.97,2.68,2.05
2.155,4.25,2.96,2.67,2.05
2.156,4.24,2.94,2.66,2.03
2.157,4.22,2.93,2.64,2.03
2.158,4.22,2.92,2.64,2.02
2.159,4.21,2.91,2.63,2.01
2.16,4.25,2.94,2.66,2.04
2.161,4.26,2.95,2.66,2.04
2.162,4.26,2.96,2.67,2.05
2.163,4.26,2.97,2.68,2.05
2.164,4.28,2.98,2.69,2.06
2.165,4.29,3.0,2.69,2.08
2.166,4.29,3.0,2.69,2.08
2.167,4.31,3.01,2.7,2.08
2.168,4.3,3.01,2.7,2.08
2.169,4.3,3.02,2.71,2.09
2.17,4.3,3.01,2.71,2.08
2.171,4.29,3.01,2.71,2.08
2.172,4.29,3.01,2.69,2.08
2.173,4.29,3.0,2.71,2.08
2.174,4.28,3.0,2.7,2.07
2.175,4.2,2.89,2.63,2.01
2.176,4.21,2.9,2.63,2.01
2.177,4.22,2.9,2.64,2.02
2.178,4.23,2.91,2.64,2.02
2.179,4.23,2.92,2.65,2.03
2.18,4.24,2.92,2.65,2.03
2.181,4.24,2.93,2.66,2.04
2.182,4.25,2.94,2.67,2.05
2.183,4.27,2.95,2.68,2.06
2.184,4.28,2.96,2.69,2.06
2.185,4.29,2.97,2.7,2.07
2.186,4.29,2.98,2.7,2.08
2.187,4.29,2.98,2.71,2.08
2.188,4.3,2.99,2.71,2.09
2.189,4.3,3.0,2.72,2.09
2.19,4.22,2.88,2.65,2.03
2.191,4.21,2.87,2.65,2.02
2.192,4.2,2.86,2.63,2.01
2.193,4.2,2.85,2.63,2.01
2.194,4.19,2.85,2.63,2.01
2.195,4.2,2.85,2.63,2.01
2.196,4.2,2.85,2.63,2.01
2.197,4.2,2.85,2.63,2.01
2.198,4.2,2.86,2.64,2.01
2.199,4.21,2.87,2.64,2.02
2.2,4.22,2.87,2.64,2.02
2.201,4.22,2.88,2.65,2.03
2.202,4.23,2.89,2.65,2.03
2.203,4.24,2.9,2.66,2.04
2.204,4.25,2.91,2.67,2.05
2.205,4.3,3.07,2.78,2.19
2.206,4.29,3.06,2.77,2.19
2.207,4.28,3.05,2.77,2.18
2.208,4.27,3.05,2.76,2.18
2.209,4.26,3.04,2.76,2.18
2.21,4.25,3.03,2.75,2.17
2.211,4.23,3.02,2.75,2.17
2.212,4.23,3.02,2.74,2.17
2.213,4.22,3.02,2.74,2.17
2.214,4.21,3.01,2.74,2.16
2.215,4.21,3.01,2.74,2.16
2.216,4.2,3.01,2.73,2.16
2.217,4.21,3.01,2.74,2.17
2.218,4.22,3.02,2.75,2.18
2.219,4.22,3.02,2.75,2.18
2.22,4.46,3.06,2.9,2.34
2.221,4.47,3.07,2.91,2.35
2.222,4.48,3.07,2.92,2.36
2.223,4.48,3.06,2.92,2.36
2.224,4.48,3.05,2.92,2.36
2.225,4.48,3.05,2.92,2.36
2.226,4.48,3.03,2.92,2.35
2.227,4.47,3.02,2.91,2.35
2.228,4.46,3.01,2.91,2.35
2.229,4.46,2.99,2.9,2.35
2.23,4.46,2.98,2.9,2.34
2.231,4.46,2.97,2.9,2.33
2.232,4.45,2.95,2.89,2.33
2.233,4.44,2.94,2.88,2.32
2.234,4.44,2.93,2.88,2.32
2.235,4.29,2.97,2.79,2.21
2.236,4.29,2.97,2.79,2.2
2.237,4.29,2.97,2.78,2.19
2.238,4.29,2.97,2.78,2.19
2.239,4.3,2.98,2.79,2.2
2.24,4.3,2.98,2.79,2.19
2.241,4.31,2.99,2.79,2.19
2.242,4.3,2.98,2.78,2.19
2.243,4.3,2.99,2.78,2.19
2.244,4.31,2.99,2.79,2.19
2.245,4.31,2.99,2.79,2.18
2.246,4.31,2.99,2.78,2.18
2.247,4.3,2.98,2.78,2.17
2.248,4.29,2.97,2.76,2.16
2.249,4.27,2.96,2.75,2.15
2.25,4.2,2.86,2.65,2.03
2.251,4.21,2.86,2.65,2.04
2.252,4.21,2.86,2.65,2.03
2.253,4.22,2.87,2.65,2.04
2.254,4.22,2.87,2.66,2.04
2.255,4.22,2.88,2.66,2.05
2.256,4.23,2.89,2.67,2.05
2.257,4.24,2.9,2.68,2.06
2.258,4.25,2.91,2.69,2.07
2.259,4.26,2.92,2.69,2.07
2.26,4.27,2.93,2.7,2.08
2.261,4.27,2.94,2.71,2.09
2.262,4.28,2.95,2.71,2.09
2.263,4.28,2.95,2.72,2.09
2.264,4.28,2.95,2.72,2.09
2.265,4.69,3.69,3.21,2.55
2.266,4.68,3.69,3.21,2.55
2.267,4.68,3.69,3.21,2.55
2.268,4.69,3.69,3.21,2.55
2.269,4.68,3.69,3.21,2.55
2.27,4.69,3.69,3.21,2.54
2.271,4.69,3.7,3.21,2.55
2.272,4.69,3.7,3.22,2.55
2.273,4.7,3.7,3.22,2.55
2.274,4.69,3.7,3.22,2.55
2.275,4.69,3.71,3.22,2.56
2.276,4.7,3.72,3.23,2.56
2.277,4.7,3.72,3.23,2.57
2.278,4.7,3.72,3.24,2.57
2.279,4.7,3.72,3.24,2.57
2.28,4.73,3.8,3.3,2.58
2.281,4.74,3.81,3.3,2.58
2.282,4.73,3.79,3.29,2.57
2.283,4.72,3.79,3.28,2.56
2.284,4.72,3.79,3.28,2.56
2.285,4.72,3.79,3.28,2.55
2.286,4.72,3.78,3.27,2.55
2.287,4.73,3.79,3.27,2.55
2.288,4.72,3.79,3.27,2.54
2.289,4.72,3.78,3.26,2.53
2.29,4.72,3.78,3.26,2.53
2.291,4.72,3.79,3.26,2.53
2.292,4.72,3.78,3.26,2.53
2.293,4.72,3.79,3.26,2.53
2.294,4.73,3.79,3.26,2.53
2.295,4.2,2.9,2.8,2.16
2.296,4.2,2.9,2.8,2.16
2.297,4.2,2.89,2.79,2.16
2.298,4.2,2.89,2.79,2.15
2.299,4.2,2.87,2.79,2.15
2.3,4.19,2.86,2.78,2.15
2.301,4.18,2.85,2.77,2.14
2.302,4.17,2.84,2.77,2.13
2.303,4.16,2.82,2.75,2.12
2.304,4.15,2.81,2.74,2.11
2.305,4.14,2.79,2.73,2.11
2.306,4.12,2.77,2.72,2.08
2.307,4.11,2.76,2.7,2.08
2.308,4.09,2.74,2.69,2.08
2.309,4.08,2.72,2.68,2.06
2.31,4.39,3.05,2.73,2.13
2.311,4.53,3.27,2.8,2.19
2.312,4.61,3.4,2.84,2.22
2.313,4.64,3.48,2.88,2.25
2.314,4.66,3.55,2.91,2.27
2.315,4.68,3.6,2.94,2.29
2.316,4.7,3.65,2.97,2.31
2.317,4.71,3.67,2.98,2.33
2.318,4.71,3.7,3.0,2.34
2.319,4.72,3.73,3.01,2.35
2.32,4.73,3.73,3.02,2.36
2.321,4.73,3.75,3.04,2.37
2.322,4.73,3.77,3.04,2.37
2.323,4.74,3.78,3.05,2.37
2.324,4.74,3.79,3.05,2.37
2.325,4.76,3.9,3.04,2.42
2.326,4.76,3.91,3.04,2.43
2.327,4.76,3.91,3.04,2.43
2.328,4.76,3.91,3.04,2.43
2.329,4.76,3.9,3.04,2.43
2.33,4.76,3.9,3.05,2.44
2.331,4.76,3.91,3.05,2.44
2.332,4.76,3.91,3.06,2.45
2.333,4.76,3.91,3.06,2.46
2.334,4.77,3.92,3.07,2.47
2.335,4.77,3.92,3.07,2.47
2.336,4.76,3.92,3.07,2.47
2.337,4.76,3.92,3.08,2.48
2.338,4.77,3.92,3.08,2.48
2.339,4.76,3.92,3.09,2.49
2.34,4.39,3.4,2.87,2.27
2.341,4.34,3.33,2.84,2.25
2.342,4.28,3.26,2.83,2.23
2.343,4.23,3.19,2.81,2.21
2.344,4.19,3.14,2.79,2.2
2.345,4.15,3.1,2.79,2.19
2.346,4.12,3.05,2.78,2.18
2.347,4.08,3.01,2.77,2.17
2.348,4.05,2.97,2.76,2.17
2.349,4.02,2.93,2.76,2.16
2.35,4.0,2.9,2.76,2.16
2.351,3.98,2.87,2.76,2.16
2.352,3.97,2.84,2.76,2.16
2.353,3.95,2.82,2.76,2.16
2.354,3.93,2.79,2.77,2.17
2.355,3.7,2.32,2.73,2.1
2.356,3.69,2.31,2.73,2.1
2.357,3.69,2.3,2.72,2.09
2.358,3.68,2.29,2.71,2.08
2.359,3.66,2.27,2.7,2.07
2.36,3.65,2.26,2.69,2.06
2.361,3.63,2.25,2.68,2.05
2.362,3.63,2.24,2.67,2.05
2.363,3.62,2.23,2.66,2.04
2.364,3.61,2.22,2.65,2.03
2.365,3.6,2.21,2.65,2.03
2.366,3.6,2.21,2.65,2.03
2.367,3.6,2.2,2.65,2.03
2.368,3.6,2.2,2.65,2.03
2.369,3.6,2.2,2.65,2.04
2.37,4.78,3.93,2.84,2.33
2.371,4.77,3.93,2.85,2.34
2.372,4.79,3.96,2.87,2.36
2.373,4.81,3.98,2.88,2.36
2.374,4.81,3.98,2.88,2.36
2.375,4.81,3.98,2.87,2.36
2.376,4.81,3.99,2.87,2.36
2.377,4.8,3.98,2.87,2.35
2.378,4.8,3.99,2.86,2.35
2.379,4.8,3.99,2.86,2.35
2.38,4.81,4.0,2.85,2.35
2.381,4.8,3.99,2.84,2.34
2.382,4.8,4.0,2.83,2.34
2.383,4.8,4.0,2.82,2.33
2.384,4.8,4.0,2.82,2.33
2.385,4.82,4.05,2.83,2.36
2.386,4.81,4.05,2.83,2.36
2.387,4.81,4.04,2.83,2.36
2.388,4.81,4.05,2.84,2.37
2.389,4.82,4.05,2.85,2.37
2.39,4.81,4.05,2.86,2.38
2.391,4.82,4.06,2.86,2.38
2.392,4.81,4.05,2.86,2.38
2.393,4.8,4.05,2.87,2.38
2.394,4.83,4.07,2.88,2.39
2.395,4.83,4.07,2.88,2.39
2.396,4.83,4.06,2.87,2.39
2.397,4.83,4.07,2.87,2.38
2.398,4.82,4.06,2.87,2.38
2.399,4.82,4.05,2.86,2.37
2.4,4.67,3.8,2.75,2.24
2.401,4.59,3.69,2.74,2.22
2.402,4.52,3.6,2.74,2.22
2.403,4.47,3.53,2.74,2.2
2.404,4.4,3.46,2.73,2.19
2.405,4.34,3.39,2.73,2.19
2.406,4.28,3.33,2.73,2.18
2.407,4.24,3.28,2.73,2.18
2.408,4.2,3.23,2.74,2.18
2.409,4.17,3.18,2.75,2.18
2.41,4.13,3.14,2.74,2.18
2.411,4.09,3.1,2.75,2.18
2.412,4.06,3.06,2.75,2.18
2.413,4.03,3.03,2.75,2.18
2.414,4.0,2.99,2.75,2.17
2.415,3.58,2.34,2.67,2.05
2.416,3.56,2.32,2.66,2.04
2.417,3.56,2.32,2.65,2.04
2.418,3.55,2.31,2.65,2.04
2.419,3.55,2.3,2.65,2.03
2.42,3.54,2.3,2.64,2.03
2.421,3.55,2.29,2.64,2.03
2.422,3.54,2.29,2.65,2.03
2.423,3.54,2.28,2.64,2.03
2.424,3.55,2.28,2.65,2.03
2.425,3.55,2.28,2.65,2.04
2.426,3.56,2.29,2.66,2.05
2.427,3.56,2.29,2.66,2.05
2.428,3.57,2.29,2.67,2.05
2.429,3.57,2.3,2.68,2.06
2.43,4.84,4.08,2.82,2.3
2.431,4.84,4.08,2.81,2.29
2.432,4.83,4.07,2.8,2.28
2.433,4.83,4.07,2.79,2.28
2.434,4.84,4.08,2.79,2.27
2.435,4.84,4.08,2.78,2.26
2.436,4.83,4.07,2.76,2.25
2.437,4.82,4.07,2.76,2.25
2.438,4.83,4.07,2.75,2.25
2.439,4.83,4.07,2.74,2.24
2.44,4.83,4.07,2.74,2.24
2.441,4.82,4.07,2.73,2.23
2.442,4.83,4.07,2.74,2.24
2.443,4.83,4.08,2.74,2.24
2.444,4.83,4.07,2.74,2.24
2.445,4.83,4.1,2.82,2.3
2.446,4.84,4.1,2.82,2.31
2.447,4.84,4.09,2.82,2.3
2.448,4.83,4.09,2.82,2.3
2.449,4.83,4.09,2.82,2.3
2.45,4.83,4.09,2.82,2.3
2.451,4.83,4.09,2.81,2.3
2.452,4.84,4.1,2.81,2.29
2.453,4.83,4.09,2.8,2.28
2.454,4.83,4.09,2.8,2.28
2.455,4.83,4.09,2.79,2.27
2.456,4.83,4.09,2.78,2.26
2.457,4.83,4.09,2.77,2.26
2.458,4.83,4.09,2.76,2.25
2.459,4.83,4.09,2.75,2.24
2.46,3.83,2.83,2.69,2.1
2.461,3.82,2.81,2.7,2.11
2.462,3.81,2.78,2.7,2.11
2.463,3.79,2.76,2.71,2.11
2.464,3.78,2.75,2.72,2.12
2.465,3.79,2.75,2.74,2.13
2.466,3.79,2.74,2.74,2.13
2.467,3.77,2.71,2.74,2.13
2.468,3.75,2.7,2.74,2.13
2.469,3.74,2.68,2.74,2.13
2.47,3.74,2.67,2.75,2.13
2.471,3.73,2.66,2.74,2.13
2.472,3.72,2.64,2.74,2.13
2.473,3.71,2.62,2.74,2.12
2.474,3.69,2.6,2.73,2.11
2.475,3.49,2.25,2.64,2.02
2.476,3.49,2.25,2.64,2.02
2.477,3.49,2.25,2.64,2.03
2.478,3.5,2.25,2.65,2.03
2.479,3.52,2.29,2.65,2.04
2.48,3.86,2.59,2.65,2.05
2.481,4.25,2.96,2.67,2.07
2.482,4.51,3.3,2.69,2.11
2.483,4.68,3.56,2.72,2.13
2.484,4.74,3.69,2.73,2.14
2.485,4.76,3.77,2.73,2.15
2.486,4.77,3.83,2.74,2.17
2.487,4.79,3.88,2.76,2.19
2.488,4.8,3.92,2.77,2.19
2.489,4.8,3.95,2.77,2.21
2.49,4.84,4.12,2.74,2.22
2.491,4.85,4.12,2.74,2.21
2.492,4.85,4.12,2.73,2.2
2.493,4.84,4.11,2.72,2.2
2.494,4.84,4.12,2.72,2.2
2.495,4.85,4.12,2.72,2.2
2.496,4.85,4.12,2.73,2.2
2.497,4.84,4.12,2.71,2.2
2.498,4.83,4.1,2.71,2.2
2.499,4.82,4.11,2.72,2.21
2.5,4.85,4.12,2.74,2.22
2.501,4.86,4.13,2.75,2.23
2.502,4.86,4.13,2.75,2.23
2.503,4.84,4.12,2.75,2.23
2.504,4.83,4.11,2.75,2.24
2.505,4.85,4.14,2.8,2.27
2.506,4.85,4.13,2.79,2.26
2.507,4.85,4.13,2.78,2.25
2.508,4.85,4.13,2.77,2.25
2.509,4.85,4.13,2.76,2.24
2.51,4.85,4.13,2.76,2.23
2.511,4.84,4.13,2.75,2.23
2.512,4.85,4.14,2.75,2.22
2.513,4.85,4.14,2.73,2.21
2.514,4.84,4.13,2.73,2.21
2.515,4.85,4.14,2.73,2.22
2.516,4.86,4.14,2.73,2.21
2.517,4.85,4.13,2.73,2.21
2.518,4.84,4.13,2.72,2.21
2.519,4.85,4.14,2.73,2.21
2.52,3.55,2.48,2.72,2.1
2.521,3.55,2.47,2.73,2.11
2.522,3.56,2.47,2.73,2.12
2.523,3.55,2.46,2.73,2.11
2.524,3.55,2.45,2.74,2.11
2.525,3.54,2.44,2.73,2.11
2.526,3.53,2.42,2.72,2.1
2.527,3.52,2.41,2.71,2.09
2.528,3.5,2.39,2.71,2.09
2.529,3.49,2.38,2.7,2.08
2.53,3.48,2.37,2.69,2.07
2.531,3.47,2.35,2.68,2.06
2.532,3.45,2.33,2.67,2.05
2.533,3.44,2.31,2.66,2.04
2.534,3.44,2.31,2.66,2.04
2.535,4.84,4.06,2.73,2.18
2.536,4.84,4.07,2.74,2.19
2.537,4.84,4.07,2.74,2.2
2.538,4.84,4.08,2.76,2.21
2.539,4.84,4.09,2.76,2.22
2.54,4.84,4.1,2.78,2.23
2.541,4.85,4.1,2.79,2.24
2.542,4.85,4.1,2.79,2.24
2.543,4.84,4.1,2.79,2.25
2.544,4.85,4.12,2.8,2.25
2.545,4.86,4.12,2.8,2.25
2.546,4.85,4.12,2.8,2.26
2.547,4.86,4.13,2.8,2.26
2.548,4.86,4.12,2.79,2.25
2.549,4.85,4.12,2.78,2.24
2.55,4.85,4.15,2.74,2.23
2.551,4.86,4.15,2.74,2.23
2.552,4.86,4.15,2.74,2.23
2.553,4.85,4.14,2.74,2.23
2.554,4.85,4.14,2.75,2.24
2.555,4.86,4.15,2.76,2.25
2.556,4.85,4.15,2.76,2.25
2.557,4.85,4.14,2.76,2.25
2.558,4.85,4.15,2.78,2.26
2.559,4.86,4.15,2.78,2.27
2.56,4.85,4.15,2.79,2.27
2.561,4.85,4.15,2.79,2.28
2.562,4.85,4.15,2.8,2.28
2.563,4.85,4.14,2.81,2.28
2.564,4.85,4.14,2.81,2.29
2.565,4.85,4.14,2.77,2.25
2.566,4.85,4.09,2.75,2.23
2.567,4.75,3.93,2.74,2.2
2.568,4.66,3.81,2.72,2.18
2.569,4.58,3.71,2.72,2.17
2.57,4.52,3.62,2.71,2.15
2.571,4.44,3.54,2.7,2.14
2.572,4.37,3.46,2.69,2.14
2.573,4.31,3.4,2.69,2.13
2.574,4.25,3.33,2.69,2.13
2.575,4.2,3.28,2.69,2.12
2.576,4.16,3.22,2.7,2.13
2.577,4.1,3.18,2.7,2.13
2.578,4.06,3.13,2.7,2.12
2.579,4.01,3.08,2.71,2.13
2.58,3.43,2.27,2.73,2.1
2.581,3.43,2.26,2.73,2.1
2.582,3.42,2.24,2.71,2.09
2.583,3.41,2.23,2.7,2.08
2.584,3.4,2.22,2.7,2.07
2.585,3.39,2.21,2.68,2.06
2.586,3.37,2.19,2.67,2.05
2.587,3.36,2.18,2.66,2.04
2.588,3.36,2.17,2.66,2.04
2.589,3.35,2.16,2.65,2.03
2.59,3.34,2.15,2.65,2.03
2.591,3.34,2.14,2.64,2.03
2.592,3.33,2.13,2.64,2.02
2.593,3.33,2.13,2.64,2.03
2.594,3.33,2.12,2.64,2.03
2.595,4.85,4.13,2.82,2.3
2.596,4.85,4.13,2.82,2.3
2.597,4.85,4.13,2.82,2.3
2.598,4.85,4.14,2.83,2.31
2.599,4.86,4.14,2.83,2.31
2.6,4.85,4.14,2.82,2.3
2.601,4.85,4.13,2.82,2.3
2.602,4.85,4.13,2.82,2.29
2.603,4.85,4.13,2.81,2.29
2.604,4.85,4.14,2.8,2.29
2.605,4.86,4.14,2.8,2.28
2.606,4.85,4.14,2.79,2.27
2.607,4.85,4.13,2.78,2.27
2.608,4.85,4.14,2.77,2.26
2.609,4.85,4.14,2.77,2.26
2.61,4.85,4.15,2.79,2.3
2.611,4.86,4.15,2.8,2.3
2.612,4.85,4.15,2.8,2.3
2.613,4.85,4.15,2.81,2.31
2.614,4.85,4.15,2.82,2.32
2.615,4.85,4.15,2.82,2.32
2.616,4.86,4.15,2.83,2.33
2.617,4.86,4.15,2.84,2.33
2.618,4.85,4.15,2.84,2.33
2.619,4.85,4.15,2.84,2.34
2.62,4.85,4.15,2.84,2.34
2.621,4.85,4.15,2.84,2.33
2.622,4.86,4.15,2.83,2.33
2.623,4.86,4.15,2.83,2.33
2.624,4.85,4.14,2.83,2.32
2.625,3.69,2.72,2.66,2.07
2.626,3.67,2.69,2.66,2.07
2.627,3.65,2.67,2.67,2.08
2.628,3.63,2.65,2.67,2.08
2.629,3.61,2.62,2.67,2.08
2.63,3.6,2.61,2.68,2.08
2.631,3.58,2.58,2.68,2.09
2.632,3.58,2.57,2.69,2.09
2.633,3.57,2.55,2.7,2.1
2.634,3.56,2.54,2.71,2.11
2.635,3.56,2.53,2.72,2.11
2.636,3.55,2.51,2.73,2.12
2.637,3.54,2.5,2.73,2.12
2.638,3.53,2.49,2.74,2.13
2.639,3.53,2.48,2.74,2.13
2.64,4.1,2.8,2.67,2.07
2.641,4.44,3.19,2.67,2.09
2.642,4.63,3.49,2.67,2.09
2.643,4.72,3.67,2.68,2.11
2.644,4.75,3.77,2.68,2.13
2.645,4.78,3.85,2.69,2.14
2.646,4.8,3.9,2.69,2.15
2.647,4.8,3.93,2.7,2.16
2.648,4.81,3.96,2.7,2.17
2.649,4.82,3.99,2.71,2.18
2.65,4.83,4.01,2.73,2.19
2.651,4.83,4.03,2.73,2.21
2.652,4.84,4.05,2.74,2.22
2.653,4.83,4.06,2.75,2.23
2.654,4.84,4.06,2.76,2.24
2.655,4.85,4.13,2.82,2.31
2.656,4.85,4.14,2.82,2.31
2.657,4.85,4.14,2.81,2.3
2.658,4.85,4.14,2.8,2.29
2.659,4.85,4.14,2.79,2.29
2.66,4.85,4.14,2.78,2.29
2.661,4.85,4.14,2.78,2.28
2.662,4.85,4.14,2.77,2.27
2.663,4.85,4.14,2.76,2.27
2.664,4.85,4.14,2.76,2.27
2.665,4.85,4.14,2.75,2.27
2.666,4.84,4.13,2.75,2.26
2.667,4.85,4.13,2.75,2.26
2.668,4.85,4.14,2.75,2.27
2.669,4.85,4.14,2.76,2.27
2.67,4.84,4.13,2.82,2.33
2.671,4.85,4.14,2.83,2.34
2.672,4.86,4.15,2.84,2.34
2.673,4.86,4.14,2.84,2.34
2.674,4.85,4.14,2.84,2.34
2.675,4.86,4.15,2.84,2.34
2.676,4.86,4.14,2.83,2.33
2.677,4.84,4.13,2.82,2.32
2.678,4.84,4.13,2.81,2.31
2.679,4.84,4.14,2.81,2.31
2.68,4.85,4.14,2.8,2.31
2.681,4.85,4.13,2.79,2.3
2.682,4.84,4.13,2.78,2.29
2.683,4.84,4.13,2.77,2.29
2.684,4.85,4.13,2.76,2.26
2.685,3.43,2.32,2.68,2.07
2.686,3.44,2.32,2.68,2.07
2.687,3.43,2.32,2.69,2.08
2.688,3.44,2.31,2.7,2.09
2.689,3.44,2.31,2.7,2.09
2.69,3.44,2.31,2.71,2.1
2.691,3.45,2.31,2.72,2.11
2.692,3.45,2.3,2.72,2.11
2.693,3.45,2.3,2.72,2.11
2.694,3.45,2.3,2.73,2.11
2.695,3.46,2.3,2.74,2.11
2.696,3.45,2.29,2.73,2.11
2.697,3.45,2.28,2.73,2.11
2.698,3.44,2.27,2.72,2.1
2.699,3.43,2.25,2.71,2.09
2.7,4.83,4.07,2.73,2.23
2.701,4.84,4.08,2.74,2.24
2.702,4.84,4.08,2.75,2.24
2.703,4.84,4.08,2.74,2.24
2.704,4.83,4.08,2.75,2.25
2.705,4.84,4.09,2.76,2.26
2.706,4.84,4.09,2.76,2.26
2.707,4.84,4.09,2.77,2.27
2.708,4.84,4.1,2.78,2.28
2.709,4.84,4.1,2.79,2.29
2.71,4.84,4.1,2.8,2.29
2.711,4.84,4.1,2.81,2.3
2.712,4.84,4.1,2.81,2.3
2.713,4.84,4.11,2.81,2.31
2.714,4.84,4.1,2.81,2.31
2.715,4.84,4.12,2.78,2.29
2.716,4.84,4.11,2.77,2.29
2.717,4.84,4.11,2.77,2.28
2.718,4.84,4.11,2.76,2.28
2.719,4.84,4.12,2.76,2.28
2.72,4.85,4.12,2.76,2.29
2.721,4.84,4.11,2.76,2.28
2.722,4.84,4.11,2.76,2.28
2.723,4.84,4.11,2.76,2.28
2.724,4.84,4.11,2.76,2.28
2.725,4.84,4.11,2.76,2.29
2.726,4.84,4.11,2.77,2.29
2.727,4.84,4.12,2.78,2.3
2.728,4.84,4.11,2.78,2.3
2.729,4.83,4.11,2.79,2.31
2.73,3.83,2.84,2.75,2.15
2.731,3.81,2.82,2.75,2.15
2.732,3.79,2.79,2.73,2.14
2.733,3.75,2.74,2.72,2.12
2.734,3.72,2.71,2.71,2.11
2.735,3.7,2.69,2.7,2.1
2.736,3.68,2.66,2.69,2.09
2.737,3.65,2.63,2.68,2.09
2.738,3.63,2.61,2.68,2.08
2.739,3.61,2.58,2.67,2.07
2.74,3.59,2.56,2.66,2.06
2.741,3.58,2.54,2.66,2.06
2.742,3.56,2.52,2.66,2.05
2.743,3.55,2.5,2.65,2.06
2.744,3.54,2.49,2.65,2.06
2.745,3.51,2.26,2.73,2.1
2.746,3.51,2.26,2.73,2.11
2.747,3.51,2.26,2.74,2.11
2.748,3.52,2.26,2.74,2.11
2.749,3.52,2.26,2.74,2.11
2.75,3.52,2.26,2.74,2.11
2.751,3.51,2.25,2.73,2.1
2.752,3.51,2.24,2.72,2.09
2.753,3.49,2.23,2.71,2.09
2.754,3.49,2.23,2.71,2.08
2.755,3.48,2.22,2.7,2.07
2.756,3.47,2.21,2.69,2.06
2.757,3.46,2.19,2.68,2.05
2.758,3.45,2.18,2.67,2.05
2.759,3.44,2.17,2.66,2.03
2.76,4.83,4.08,2.78,2.29
2.761,4.84,4.08,2.79,2.29
2.762,4.83,4.07,2.8,2.3
2.763,4.82,4.07,2.8,2.31
2.764,4.83,4.08,2.81,2.32
2.765,4.83,4.08,2.82,2.32
2.766,4.83,4.08,2.83,2.33
2.767,4.83,4.08,2.83,2.33
2.768,4.83,4.08,2.83,2.34
2.769,4.83,4.08,2.84,2.34
2.77,4.83,4.08,2.84,2.34
2.771,4.83,4.07,2.84,2.33
2.772,4.83,4.08,2.84,2.34
2.773,4.83,4.08,2.83,2.33
2.774,4.83,4.08,2.83,2.33
2.775,4.83,4.08,2.76,2.29
2.776,4.82,4.07,2.76,2.29
2.777,4.83,4.08,2.76,2.3
2.778,4.83,4.08,2.77,2.3
2.779,4.82,4.08,2.77,2.3
2.78,4.82,4.07,2.78,2.31
2.781,4.83,4.08,2.79,2.31
2.782,4.82,4.07,2.79,2.32
2.783,4.83,4.08,2.81,2.33
2.784,4.83,4.08,2.81,2.34
2.785,4.83,4.08,2.82,2.34
