Time (Sec),Analog Input 0,Analog Input 1
2.326,3.31,2.35
2.327,3.32,2.35
2.328,3.31,2.35
2.329,3.3,2.33
2.33,3.27,2.31
2.331,3.25,2.29
2.332,3.22,2.26
2.333,3.19,2.25
2.334,3.18,2.25
2.335,3.72,3.17
2.336,4.72,3.95
2.337,4.88,4.21
2.338,4.91,4.3
2.339,4.92,4.34
2.34,4.94,4.44
2.341,4.94,4.44
2.342,4.93,4.44
2.343,4.94,4.45
2.344,4.95,4.44
2.345,4.93,4.44
2.346,4.94,4.44
2.347,4.94,4.44
2.348,4.93,4.46
2.349,4.94,4.44
2.35,4.93,4.44
2.351,4.93,4.44
2.352,4.94,4.38
2.353,4.83,4.11
2.354,4.68,3.93
2.355,4.54,3.77
2.356,4.42,3.65
2.357,4.29,3.53
2.358,4.18,3.43
2.359,4.08,3.33
2.36,3.98,3.26
2.361,3.92,3.19
2.362,3.85,3.13
2.363,3.79,3.07
2.364,3.73,3.02
2.365,3.67,2.96
2.366,3.61,2.9
2.367,3.55,2.84
2.368,3.49,2.79
2.369,3.44,2.74
2.37,3.26,2.39
2.371,3.23,2.36
2.372,3.2,2.34
2.373,3.17,2.32
2.374,3.16,2.3
2.375,3.15,2.3
2.376,3.16,2.31
2.377,3.17,2.32
2.378,3.2,2.33
2.379,3.22,2.35
2.38,3.25,2.36
2.381,3.28,2.39
2.382,3.3,2.39
2.383,3.32,2.4
2.384,3.32,2.4
2.385,3.31,2.38
2.386,3.3,2.37
2.387,3.28,2.35
2.388,3.24,2.32
2.389,3.21,2.3
2.39,3.19,2.29
2.391,3.18,2.28
2.392,3.18,2.27
2.393,3.18,2.28
2.394,3.2,2.29
2.395,3.21,2.3
2.396,3.24,2.32
2.397,3.26,2.33
2.398,3.29,2.35
2.399,3.3,2.36
2.4,4.93,4.43
2.401,4.94,4.45
2.402,4.94,4.44
2.403,4.93,4.44
2.404,4.94,4.44
2.405,4.93,4.44
2.406,4.95,4.45
2.407,4.95,4.44
2.408,4.94,4.44
2.409,4.94,4.44
2.41,4.94,4.44
2.411,4.94,4.44
2.412,4.94,4.44
2.413,4.93,4.44
2.414,4.94,4.44
2.415,4.93,4.44
2.416,4.93,4.45
2.417,4.94,4.44
2.418,4.93,4.44
2.419,4.94,4.44
2.42,4.93,4.44
2.421,4.94,4.44
2.422,4.93,4.44
2.423,4.93,4.44
2.424,4.94,4.45
2.425,4.93,4.44
2.426,4.9,4.21
2.427,4.75,4.0
2.428,4.6,3.84
2.429,4.47,3.7
2.43,3.2,2.42
2.431,3.18,2.4
2.432,3.18,2.39
2.433,3.18,2.39
2.434,3.19,2.4
2.435,3.21,2.4
2.436,3.23,2.42
2.437,3.26,2.42
2.438,3.28,2.44
2.439,3.3,2.44
2.44,3.3,2.44
2.441,3.3,2.44
2.442,3.3,2.42
2.443,3.28,2.4
2.444,3.25,2.38
2.445,3.22,2.35
2.446,3.19,2.34
2.447,3.17,2.31
2.448,3.16,2.31
2.449,3.17,2.31
2.45,3.18,2.32
2.451,3.2,2.33
2.452,3.22,2.35
2.453,3.25,2.37
2.454,3.28,2.38
2.455,3.3,2.39
2.456,3.32,2.4
2.457,3.33,2.4
2.458,3.33,2.4
2.459,3.31,2.38
2.46,4.93,4.41
2.461,4.93,4.41
2.462,4.93,4.42
2.463,4.93,4.42
2.464,4.93,4.42
2.465,4.93,4.42
2.466,4.93,4.44
2.467,4.94,4.43
2.468,4.93,4.43
2.469,4.94,4.43
2.47,4.93,4.42
2.471,4.94,4.44
2.472,4.95,4.44
2.473,4.93,4.43
2.474,4.93,4.44
2.475,4.94,4.44
2.476,4.93,4.45
2.477,4.95,4.44
2.478,4.93,4.44
2.479,4.94,4.44
2.48,4.93,4.44
2.481,4.94,4.44
2.482,4.94,4.44
2.483,4.94,4.44
2.484,4.94,4.44
2.485,4.94,4.44
2.486,4.94,4.44
2.487,4.94,4.44
2.488,4.93,4.44
2.489,4.94,4.44
2.49,3.37,2.69
2.491,3.37,2.67
2.492,3.36,2.67
2.493,3.37,2.65
2.494,3.38,2.65
2.495,3.39,2.65
2.496,3.39,2.64
2.497,3.39,2.62
2.498,3.37,2.6
2.499,3.36,2.58
2.5,3.32,2.54
2.501,3.3,2.52
2.502,3.26,2.48
2.503,3.22,2.46
2.504,3.2,2.44
2.505,3.19,2.42
2.506,3.19,2.42
2.507,3.2,2.42
2.508,3.2,2.42
2.509,3.23,2.43
2.51,3.25,2.44
2.511,3.28,2.46
2.512,3.3,2.46
2.513,3.31,2.46
2.514,3.31,2.46
2.515,3.3,2.44
2.516,3.29,2.43
2.517,3.26,2.4
2.518,3.23,2.38
2.519,3.2,2.35
2.52,3.28,2.33
2.521,3.26,2.31
2.522,3.23,2.28
2.523,3.2,2.27
2.524,3.21,2.69
2.525,4.51,3.72
2.526,4.85,4.14
2.527,4.9,4.26
2.528,4.91,4.33
2.529,4.93,4.36
2.53,4.93,4.37
2.531,4.93,4.4
2.532,4.93,4.39
2.533,4.92,4.42
2.534,4.94,4.42
2.535,4.93,4.41
2.536,4.93,4.43
2.537,4.93,4.42
2.538,4.93,4.42
2.539,4.93,4.43
2.54,4.93,4.43
2.541,4.93,4.42
2.542,4.93,4.42
2.543,4.93,4.43
2.544,4.94,4.43
2.545,4.93,4.44
2.546,4.94,4.44
2.547,4.93,4.44
2.548,4.94,4.44
2.549,4.94,4.44
2.55,3.92,3.2
2.551,3.85,3.14
2.552,3.8,3.08
2.553,3.74,3.02
2.554,3.69,2.97
2.555,3.64,2.92
2.556,3.59,2.87
2.557,3.53,2.82
2.558,3.47,2.76
2.559,3.42,2.71
2.56,3.37,2.68
2.561,3.33,2.64
2.562,3.31,2.62
2.563,3.3,2.6
2.564,3.3,2.6
2.565,3.3,2.58
2.566,3.31,2.59
2.567,3.33,2.58
2.568,3.35,2.59
2.569,3.36,2.58
2.57,3.36,2.58
2.571,3.35,2.56
2.572,3.34,2.55
2.573,3.32,2.52
2.574,3.29,2.49
2.575,3.25,2.45
2.576,3.22,2.43
2.577,3.2,2.41
2.578,3.18,2.4
2.579,3.18,2.39
2.58,3.2,2.29
2.581,3.19,2.28
2.582,3.19,2.28
2.583,3.19,2.28
2.584,3.21,2.29
2.585,3.22,2.3
2.586,3.25,2.32
2.587,3.27,2.34
2.588,3.3,2.35
2.589,3.31,2.37
2.59,3.33,2.37
2.591,3.33,2.37
2.592,3.32,2.35
2.593,3.3,2.33
2.594,3.27,2.31
2.595,3.24,2.28
2.596,3.22,2.27
2.597,3.2,2.25
2.598,3.21,2.65
2.599,4.51,3.71
2.6,4.84,4.13
2.601,4.9,4.26
2.602,4.91,4.32
2.603,4.93,4.36
2.604,4.92,4.37
2.605,4.93,4.39
2.606,4.93,4.4
2.607,4.93,4.41
2.608,4.93,4.41
2.609,4.93,4.42
2.61,4.93,4.44
2.611,4.93,4.44
2.612,4.93,4.44
2.613,4.93,4.44
2.614,4.93,4.44
2.615,4.93,4.44
2.616,4.85,4.14
2.617,4.71,3.95
2.618,4.57,3.8
2.619,4.43,3.66
2.62,4.31,3.55
2.621,4.2,3.44
2.622,4.09,3.35
2.623,4.0,3.27
2.624,3.93,3.2
2.625,3.86,3.14
2.626,3.8,3.09
2.627,3.75,3.03
2.628,3.68,2.97
2.629,3.64,2.92
2.63,3.57,2.85
2.631,3.53,2.81
2.632,3.45,2.75
2.633,3.4,2.71
2.634,3.36,2.67
2.635,3.33,2.64
2.636,3.31,2.62
2.637,3.3,2.6
2.638,3.31,2.6
2.639,3.32,2.6
2.64,3.18,2.32
2.641,3.2,2.33
2.642,3.22,2.35
2.643,3.25,2.37
2.644,3.28,2.38
2.645,3.31,2.4
2.646,3.32,2.4
2.647,3.33,2.41
2.648,3.33,2.4
2.649,3.32,2.39
2.65,3.29,2.37
2.651,3.27,2.34
2.652,3.23,2.31
2.653,3.21,2.3
2.654,3.19,2.29
2.655,3.18,2.28
2.656,3.19,2.29
2.657,3.2,2.29
2.658,3.21,2.3
2.659,3.24,2.31
2.66,3.26,2.34
2.661,3.29,2.35
2.662,3.31,2.36
2.663,3.32,2.38
2.664,3.34,2.37
2.665,3.32,2.36
2.666,3.31,2.35
2.667,3.28,2.32
2.668,3.25,2.3
2.669,3.22,2.28
2.67,4.93,4.44
2.671,4.94,4.44
2.672,4.94,4.44
2.673,4.94,4.44
2.674,4.93,4.43
2.675,4.93,4.44
2.676,4.93,4.44
2.677,4.93,4.44
2.678,4.93,4.43
2.679,4.93,4.44
2.68,4.93,4.43
2.681,4.93,4.44
2.682,4.93,4.44
2.683,4.93,4.44
2.684,4.93,4.44
2.685,4.94,4.44
2.686,4.93,4.44
2.687,4.94,4.43
2.688,4.93,4.44
2.689,4.93,4.26
2.69,4.78,4.04
2.691,4.64,3.87
2.692,4.5,3.72
2.693,4.37,3.61
2.694,4.26,3.49
2.695,4.14,3.39
2.696,4.05,3.31
2.697,3.97,3.23
2.698,3.89,3.17
2.699,3.83,3.11
2.7,3.26,2.43
2.701,3.28,2.44
2.702,3.3,2.45
2.703,3.31,2.45
2.704,3.31,2.44
2.705,3.31,2.44
2.706,3.3,2.42
2.707,3.27,2.4
2.708,3.24,2.37
2.709,3.21,2.35
2.71,3.19,2.32
2.711,3.17,2.31
2.712,3.17,2.32
2.713,3.18,2.32
2.714,3.19,2.33
2.715,3.22,2.34
2.716,3.24,2.37
2.717,3.28,2.37
2.718,3.29,2.39
2.719,3.33,2.41
2.72,3.33,2.41
2.721,3.34,2.41
2.722,3.33,2.4
2.723,3.31,2.38
2.724,3.28,2.36
2.725,3.26,2.33
2.726,3.22,2.31
2.727,3.21,2.3
2.728,3.19,2.29
2.729,3.19,2.28
2.73,4.93,4.42
2.731,4.94,4.43
2.732,4.94,4.44
2.733,4.93,4.43
2.734,4.94,4.43
2.735,4.93,4.43
2.736,4.94,4.44
2.737,4.93,4.44
2.738,4.94,4.44
2.739,4.94,4.44
2.74,4.94,4.44
2.741,4.94,4.44
2.742,4.94,4.44
2.743,4.94,4.45
2.744,4.94,4.44
2.745,4.94,4.43
2.746,4.93,4.45
2.747,4.94,4.43
2.748,4.93,4.44
2.749,4.94,4.43
2.75,4.93,4.43
2.751,4.94,4.44
2.752,4.93,4.44
2.753,4.93,4.44
2.754,4.93,4.44
2.755,4.93,4.44
2.756,4.93,4.44
2.757,4.93,4.44
2.758,4.93,4.44
2.759,4.94,4.44
2.76,3.37,2.58
2.761,3.37,2.57
2.762,3.35,2.55
2.763,3.34,2.54
2.764,3.3,2.5
2.765,3.27,2.47
2.766,3.24,2.44
2.767,3.21,2.42
2.768,3.2,2.41
2.769,3.19,2.4
2.77,3.2,2.4
2.771,3.21,2.4
2.772,3.23,2.42
2.773,3.26,2.43
2.774,3.27,2.44
2.775,3.3,2.45
2.776,3.31,2.46
2.777,3.32,2.45
2.778,3.32,2.44
2.779,3.31,2.43
2.78,3.29,2.41
2.781,3.26,2.38
2.782,3.22,2.35
2.783,3.2,2.33
2.784,3.18,2.32
2.785,3.17,2.32
2.786,3.18,2.31
2.787,3.19,2.32
2.788,3.21,2.35
2.789,3.24,2.36
2.79,4.77,4.05
2.791,4.89,4.23
2.792,4.91,4.3
2.793,4.92,4.35
2.794,4.92,4.36
2.795,4.93,4.39
2.796,4.93,4.39
2.797,4.93,4.4
2.798,4.93,4.41
2.799,4.94,4.42
2.8,4.93,4.42
2.801,4.93,4.42
2.802,4.94,4.43
2.803,4.94,4.42
2.804,4.93,4.43
2.805,4.93,4.43
2.806,4.93,4.44
2.807,4.94,4.43
2.808,4.93,4.43
2.809,4.94,4.43
2.81,4.94,4.43
2.811,4.93,4.44
2.812,4.94,4.43
2.813,4.93,4.44
2.814,4.94,4.44
2.815,4.94,4.44
2.816,4.94,4.44
2.817,4.94,4.44
2.818,4.93,4.43
2.819,4.93,4.43
2.82,3.57,2.85
2.821,3.52,2.8
2.822,3.46,2.74
2.823,3.4,2.71
2.824,3.37,2.67
2.825,3.35,2.64
2.826,3.32,2.61
2.827,3.31,2.61
2.828,3.32,2.6
2.829,3.32,2.6
2.83,3.34,2.6
2.831,3.36,2.6
2.832,3.37,2.6
2.833,3.38,2.59
2.834,3.38,2.59
2.835,3.37,2.57
2.836,3.35,2.55
2.837,3.33,2.51
2.838,3.29,2.48
2.839,3.26,2.46
2.84,3.23,2.43
2.841,3.21,2.42
2.842,3.2,2.41
2.843,3.2,2.4
2.844,3.22,2.41
2.845,3.23,2.41
2.846,3.25,2.42
2.847,3.27,2.44
2.848,3.3,2.45
2.849,3.32,2.46
2.85,3.28,2.35
2.851,3.31,2.36
2.852,3.33,2.37
2.853,3.34,2.38
2.854,3.35,2.38
2.855,3.35,2.37
2.856,3.33,2.36
2.857,3.31,2.34
2.858,3.28,2.31
2.859,3.24,2.28
2.86,3.22,2.28
2.861,3.21,2.26
2.862,3.6,3.08
2.863,4.67,3.9
2.864,4.87,4.19
2.865,4.91,4.28
2.866,4.92,4.34
2.867,4.92,4.36
2.868,4.93,4.39
2.869,4.93,4.39
2.87,4.93,4.4
2.871,4.93,4.4
2.872,4.94,4.41
2.873,4.93,4.41
2.874,4.93,4.42
2.875,4.93,4.42
2.876,4.93,4.42
2.877,4.94,4.42
2.878,4.93,4.43
2.879,4.94,4.42
2.88,4.65,3.89
2.881,4.52,3.74
2.882,4.39,3.61
2.883,4.26,3.5
2.884,4.16,3.4
2.885,4.05,3.31
2.886,3.97,3.24
2.887,3.9,3.17
2.888,3.84,3.12
2.889,3.79,3.06
2.89,3.74,3.01
2.891,3.69,2.96
2.892,3.64,2.92
2.893,3.59,2.86
2.894,3.53,2.8
2.895,3.47,2.75
2.896,3.42,2.71
2.897,3.38,2.67
2.898,3.34,2.64
2.899,3.33,2.62
2.9,3.32,2.61
2.901,3.32,2.6
2.902,3.33,2.6
2.903,3.35,2.6
2.904,3.36,2.6
2.905,3.38,2.6
2.906,3.39,2.6
2.907,3.39,2.59
2.908,3.38,2.58
2.909,3.37,2.56
2.91,3.36,2.43
2.911,3.36,2.43
2.912,3.36,2.42
2.913,3.34,2.4
2.914,3.31,2.37
2.915,3.28,2.35
2.916,3.26,2.33
2.917,3.23,2.31
2.918,3.22,2.3
2.919,3.22,2.3
2.92,3.22,2.31
2.921,3.24,2.31
2.922,3.26,2.33
2.923,3.28,2.35
2.924,3.31,2.37
2.925,3.34,2.38
2.926,3.35,2.39
2.927,3.36,2.39
2.928,3.36,2.39
2.929,3.35,2.37
2.93,3.32,2.36
2.931,3.3,2.33
2.932,3.26,2.31
2.933,3.24,2.29
2.934,3.22,2.28
2.935,3.37,2.92
2.936,4.62,3.83
2.937,4.86,4.16
2.938,4.9,4.27
2.939,4.92,4.33
2.94,4.93,4.43
2.941,4.93,4.43
2.942,4.93,4.43
2.943,4.94,4.44
2.944,4.93,4.44
2.945,4.94,4.44
2.946,4.94,4.44
2.947,4.94,4.44
2.948,4.93,4.44
2.949,4.94,4.44
2.95,4.93,4.43
2.951,4.93,4.43
2.952,4.94,4.43
2.953,4.93,4.44
2.954,4.93,4.43
2.955,4.94,4.43
2.956,4.93,4.3
2.957,4.81,4.08
2.958,4.67,3.9
2.959,4.53,3.76
2.96,4.4,3.63
2.961,4.29,3.53
2.962,4.19,3.43
2.963,4.1,3.34
2.964,4.01,3.26
2.965,3.93,3.19
2.966,3.84,3.11
2.967,3.77,3.04
2.968,3.69,2.97
2.969,3.62,2.9
2.97,3.31,2.44
2.971,3.29,2.41
2.972,3.25,2.39
2.973,3.22,2.37
2.974,3.21,2.35
2.975,3.2,2.35
2.976,3.2,2.35
2.977,3.21,2.36
2.978,3.24,2.37
2.979,3.27,2.39
2.98,3.29,2.4
2.981,3.32,2.42
2.982,3.35,2.43
2.983,3.36,2.44
2.984,3.37,2.44
2.985,3.36,2.43
2.986,3.35,2.42
2.987,3.33,2.4
2.988,3.29,2.37
2.989,3.27,2.35
2.99,3.23,2.32
2.991,3.22,2.31
2.992,3.22,2.31
2.993,3.22,2.31
2.994,3.23,2.32
2.995,3.25,2.33
2.996,3.28,2.35
2.997,3.3,2.37
2.998,3.33,2.38
2.999,3.35,2.39
3.0,4.93,4.42
3.001,4.94,4.44
3.002,4.94,4.42
3.003,4.93,4.43
3.004,4.94,4.43
3.005,4.93,4.43
3.006,4.93,4.42
3.007,4.93,4.42
3.008,4.93,4.43
3.009,4.94,4.43
3.01,4.93,4.42
3.011,4.94,4.42
3.012,4.93,4.42
3.013,4.93,4.43
3.014,4.94,4.43
3.015,4.94,4.43
3.016,4.93,4.44
3.017,4.94,4.43
3.018,4.93,4.43
3.019,4.94,4.44
3.02,4.93,4.43
3.021,4.93,4.44
3.022,4.93,4.42
3.023,4.94,4.44
3.024,4.94,4.44
3.025,4.94,4.43
3.026,4.85,4.14
3.027,4.7,3.95
3.028,4.57,3.79
3.029,4.43,3.65
3.03,3.25,2.45
3.031,3.23,2.43
3.032,3.22,2.42
3.033,3.22,2.41
3.034,3.22,2.41
3.035,3.23,2.43
3.036,3.27,2.44
3.037,3.29,2.45
3.038,3.31,2.46
3.039,3.33,2.47
3.04,3.34,2.47
3.041,3.34,2.46
3.042,3.33,2.45
3.043,3.32,2.43
3.044,3.29,2.4
3.045,3.26,2.38
3.046,3.23,2.36
3.047,3.21,2.34
3.048,3.2,2.33
3.049,3.2,2.34
3.05,3.21,2.34
3.051,3.24,2.35
3.052,3.26,2.37
3.053,3.28,2.39
3.054,3.31,2.4
3.055,3.33,2.42
3.056,3.36,2.43
3.057,3.38,2.43
3.058,3.36,2.42
3.059,3.36,2.42
3.06,4.92,4.39
3.061,4.93,4.4
3.062,4.93,4.4
3.063,4.94,4.41
3.064,4.94,4.41
3.065,4.93,4.41
3.066,4.93,4.42
3.067,4.94,4.42
3.068,4.93,4.42
3.069,4.93,4.42
3.07,4.94,4.42
3.071,4.93,4.42
3.072,4.93,4.42
3.073,4.92,4.42
3.074,4.94,4.42
3.075,4.93,4.42
3.076,4.94,4.44
3.077,4.93,4.42
3.078,4.92,4.43
3.079,4.94,4.42
3.08,4.92,4.42
3.081,4.93,4.42
3.082,4.93,4.42
3.083,4.93,4.42
3.084,4.93,4.42
3.085,4.93,4.43
3.086,4.93,4.42
3.087,4.93,4.43
3.088,4.93,4.42
3.089,4.93,4.43
3.09,3.33,2.61
3.091,3.32,2.6
3.092,3.34,2.61
3.093,3.35,2.61
3.094,3.38,2.61
3.095,3.39,2.61
3.096,3.41,2.61
3.097,3.41,2.6
3.098,3.4,2.58
3.099,3.39,2.56
3.1,3.36,2.54
3.101,3.32,2.51
3.102,3.29,2.48
3.103,3.27,2.45
3.104,3.24,2.43
3.105,3.23,2.42
3.106,3.22,2.42
3.107,3.23,2.41
3.108,3.24,2.42
3.109,3.26,2.43
3.11,3.29,2.44
3.111,3.31,2.45
3.112,3.33,2.46
3.113,3.34,2.47
3.114,3.35,2.46
3.115,3.34,2.46
3.116,3.34,2.44
3.117,3.31,2.42
3.118,3.29,2.39
3.119,3.24,2.36
3.12,3.33,2.36
3.121,3.32,2.34
3.122,3.28,2.31
3.123,3.26,2.3
3.124,3.24,2.29
3.125,3.61,3.08
3.126,4.68,3.89
3.127,4.87,4.18
3.128,4.91,4.29
3.129,4.93,4.33
3.13,4.92,4.36
3.131,4.93,4.37
3.132,4.93,4.38
3.133,4.93,4.4
3.134,4.93,4.4
3.135,4.93,4.41
3.136,4.93,4.41
3.137,4.94,4.41
3.138,4.93,4.42
3.139,4.94,4.42
3.14,4.93,4.41
3.141,4.94,4.42
3.142,4.94,4.42
3.143,4.93,4.42
3.144,4.94,4.43
3.145,4.93,4.42
3.146,4.94,4.42
3.147,4.93,4.42
3.148,4.93,4.42
3.149,4.93,4.42
3.15,3.94,3.21
3.151,3.88,3.15
3.152,3.82,3.09
3.153,3.78,3.05
3.154,3.73,3.0
3.155,3.67,2.95
3.156,3.62,2.89
3.157,3.57,2.84
3.158,3.51,2.79
3.159,3.46,2.74
3.16,3.42,2.7
3.161,3.38,2.66
3.162,3.35,2.64
3.163,3.33,2.62
3.164,3.33,2.61
3.165,3.34,2.61
3.166,3.35,2.61
3.167,3.37,2.61
3.168,3.39,2.62
3.169,3.4,2.61
3.17,3.4,2.61
3.171,3.4,2.59
3.172,3.39,2.57
3.173,3.37,2.55
3.174,3.34,2.52
3.175,3.31,2.49
3.176,3.28,2.47
3.177,3.25,2.44
3.178,3.23,2.43
3.179,3.23,2.42
3.18,3.26,2.33
3.181,3.24,2.31
3.182,3.23,2.31
3.183,3.23,2.31
3.184,3.24,2.32
3.185,3.28,2.34
3.186,3.29,2.35
3.187,3.31,2.37
3.188,3.34,2.38
3.189,3.35,2.39
3.19,3.36,2.4
3.191,3.37,2.4
3.192,3.36,2.39
3.193,3.35,2.37
3.194,3.32,2.35
3.195,3.3,2.32
3.196,3.27,2.31
3.197,3.25,2.29
3.198,3.26,2.63
3.199,4.47,3.67
3.2,4.83,4.11
3.201,4.9,4.25
3.202,4.91,4.31
3.203,4.92,4.34
3.204,4.93,4.36
3.205,4.93,4.38
3.206,4.93,4.39
3.207,4.93,4.4
3.208,4.93,4.4
3.209,4.93,4.41
3.21,4.93,4.43
3.211,4.93,4.43
3.212,4.93,4.42
3.213,4.93,4.42
3.214,4.94,4.43
3.215,4.93,4.42
3.216,4.87,4.17
3.217,4.73,3.97
3.218,4.58,3.8
3.219,4.45,3.67
3.22,4.32,3.55
3.221,4.21,3.45
3.222,4.11,3.35
3.223,4.02,3.28
3.224,3.95,3.21
3.225,3.88,3.15
3.226,3.82,3.09
3.227,3.78,3.04
3.228,3.72,2.98
3.229,3.67,2.94
3.23,3.61,2.88
3.231,3.56,2.83
3.232,3.5,2.78
3.233,3.45,2.73
3.234,3.41,2.69
3.235,3.37,2.66
3.236,3.35,2.64
3.237,3.35,2.62
3.238,3.35,2.62
3.239,3.36,2.62
3.24,3.23,2.35
3.241,3.25,2.36
3.242,3.27,2.38
3.243,3.3,2.39
3.244,3.33,2.41
3.245,3.36,2.43
3.246,3.38,2.44
3.247,3.39,2.44
3.248,3.39,2.44
3.249,3.39,2.43
3.25,3.35,2.41
3.251,3.34,2.39
3.252,3.3,2.35
3.253,3.27,2.34
3.254,3.25,2.32
3.255,3.24,2.31
3.256,3.24,2.32
3.257,3.25,2.32
3.258,3.27,2.33
3.259,3.29,2.35
3.26,3.31,2.36
3.261,3.33,2.38
3.262,3.36,2.39
3.263,3.37,2.4
3.264,3.39,2.41
3.265,3.38,2.4
3.266,3.37,2.39
3.267,3.35,2.37
3.268,3.32,2.34
3.269,3.29,2.32
3.27,4.94,4.42
3.271,4.93,4.42
3.272,4.93,4.42
3.273,4.93,4.42
3.274,4.93,4.42
3.275,4.93,4.42
3.276,4.93,4.43
3.277,4.94,4.42
3.278,4.93,4.43
3.279,4.94,4.42
3.28,4.93,4.43
3.281,4.93,4.43
3.282,4.94,4.43
3.283,4.94,4.43
3.284,4.93,4.43
3.285,4.95,4.43
3.286,4.93,4.43
3.287,4.94,4.43
3.288,4.93,4.42
3.289,4.89,4.19
3.29,4.74,3.99
3.291,4.6,3.82
3.292,4.47,3.68
3.293,4.34,3.56
3.294,4.23,3.46
3.295,4.12,3.36
3.296,4.03,3.28
3.297,3.95,3.21
3.298,3.88,3.15
3.299,3.83,3.1
3.3,3.3,2.45
3.301,3.32,2.47
3.302,3.35,2.48
3.303,3.36,2.48
3.304,3.37,2.48
3.305,3.37,2.48
3.306,3.36,2.45
3.307,3.33,2.43
3.308,3.3,2.41
3.309,3.28,2.38
3.31,3.25,2.37
3.311,3.23,2.35
3.312,3.23,2.35
3.313,3.23,2.35
3.314,3.25,2.36
3.315,3.27,2.37
3.316,3.3,2.4
3.317,3.33,2.41
3.318,3.35,2.43
3.319,3.39,2.44
3.32,3.39,2.44
3.321,3.4,2.45
3.322,3.4,2.43
3.323,3.38,2.42
3.324,3.35,2.4
3.325,3.32,2.37
3.326,3.29,2.35
3.327,3.27,2.33
3.328,3.25,2.32
3.329,3.25,2.32
3.33,4.93,4.41
3.331,4.93,4.42
3.332,4.93,4.42
3.333,4.93,4.42
3.334,4.94,4.42
3.335,4.93,4.42
3.336,4.93,4.42
3.337,4.93,4.42
3.338,4.93,4.42
3.339,4.93,4.42
3.34,4.93,4.42
3.341,4.93,4.42
3.342,4.94,4.43
3.343,4.93,4.43
3.344,4.93,4.42
3.345,4.93,4.42
3.346,4.93,4.43
3.347,4.94,4.42
3.348,4.93,4.42
3.349,4.93,4.42
3.35,4.93,4.43
3.351,4.94,4.42
3.352,4.92,4.43
3.353,4.95,4.43
3.354,4.93,4.42
3.355,4.93,4.43
3.356,4.93,4.42
3.357,4.93,4.42
3.358,4.93,4.43
3.359,4.94,4.43
3.36,3.43,2.62
3.361,3.43,2.61
3.362,3.42,2.6
3.363,3.39,2.57
3.364,3.36,2.54
3.365,3.33,2.51
3.366,3.3,2.49
3.367,3.27,2.46
3.368,3.25,2.44
3.369,3.25,2.43
3.37,3.25,2.43
3.371,3.26,2.43
3.372,3.28,2.44
3.373,3.29,2.45
3.374,3.32,2.46
3.375,3.34,2.48
3.376,3.36,2.49
3.377,3.37,2.48
3.378,3.37,2.48
3.379,3.37,2.46
3.38,3.34,2.44
3.381,3.32,2.42
3.382,3.29,2.39
3.383,3.26,2.37
3.384,3.24,2.36
3.385,3.23,2.35
3.386,3.22,2.35
3.387,3.25,2.37
3.388,3.26,2.37
3.389,3.29,2.39
3.39,4.72,3.94
3.391,4.87,4.2
3.392,4.91,4.28
3.393,4.92,4.33
3.394,4.92,4.35
3.395,4.93,4.37
3.396,4.93,4.38
3.397,4.93,4.39
3.398,4.93,4.4
3.399,4.94,4.41
3.4,4.93,4.41
3.401,4.93,4.41
3.402,4.93,4.41
3.403,4.93,4.41
3.404,4.93,4.42
3.405,4.93,4.42
3.406,4.93,4.42
3.407,4.94,4.42
3.408,4.93,4.42
3.409,4.94,4.42
3.41,4.93,4.42
3.411,4.93,4.43
3.412,4.93,4.42
3.413,4.93,4.42
3.414,4.94,4.43
3.415,4.93,4.42
3.416,4.94,4.42
3.417,4.93,4.42
3.418,4.93,4.43
3.419,4.94,4.42
3.42,3.58,2.84
3.421,3.53,2.8
3.422,3.48,2.76
3.423,3.43,2.7
3.424,3.37,2.66
3.425,3.36,2.63
3.426,3.34,2.61
3.427,3.33,2.6
3.428,3.33,2.6
3.429,3.33,2.6
3.43,3.36,2.6
3.431,3.38,2.61
3.432,3.4,2.61
3.433,3.41,2.6
3.434,3.41,2.6
3.435,3.41,2.58
3.436,3.39,2.57
3.437,3.37,2.54
3.438,3.33,2.51
3.439,3.3,2.48
3.44,3.27,2.45
3.441,3.25,2.43
3.442,3.24,2.42
3.443,3.24,2.42
3.444,3.25,2.42
3.445,3.26,2.43
3.446,3.28,2.44
3.447,3.31,2.45
3.448,3.33,2.47
3.449,3.35,2.47
3.45,3.31,2.36
3.451,3.34,2.38
3.452,3.36,2.4
3.453,3.38,2.41
3.454,3.39,2.41
3.455,3.39,2.4
3.456,3.37,2.39
3.457,3.36,2.38
3.458,3.32,2.35
3.459,3.28,2.32
3.46,3.27,2.3
3.461,3.25,2.3
3.462,3.76,3.18
3.463,4.71,3.94
3.464,4.88,4.19
3.465,4.9,4.28
3.466,4.91,4.34
3.467,4.93,4.35
3.468,4.91,4.37
3.469,4.93,4.39
3.47,4.92,4.39
3.471,4.93,4.4
3.472,4.92,4.4
3.473,4.93,4.41
3.474,4.93,4.41
3.475,4.93,4.41
3.476,4.93,4.42
3.477,4.93,4.41
3.478,4.92,4.41
3.479,4.93,4.42
3.48,4.65,3.89
3.481,4.52,3.74
3.482,4.39,3.61
3.483,4.26,3.5
3.484,4.15,3.4
3.485,4.05,3.31
3.486,3.98,3.24
3.487,3.91,3.17
3.488,3.85,3.12
3.489,3.8,3.06
